year,month,day,temp_min,temp_max,average
2023,1,10,3,20,11.5
2023,1,11,4,20,12
2023,1,12,2,18,10
2023,1,13,3,20,11.5
2023,1,14,2,19,10.5
2023,1,15,3,19,11
2023,1,16,2,16,9
2023,1,17,2,17,9.5
2023,1,18,3,16,9.5
2023,1,19,4,20,12
2023,1,20,3,17,10
2023,1,21,2,21,11.5
2023,1,22,4,21,12.5
2023,1,23,3,22,12.5
2023,1,24,4,20,12
2023,1,25,5,20,12.5
2023,1,26,5,24,14.5
2023,1,27,5,24,14.5
2023,1,28,5,19,12
2023,1,29,6,22,14
2023,1,30,5,23,14
2023,1,31,6,24,15
2023,2,1,6,25,15.5
2023,2,2,10,25,17.5
2023,2,3,9,24,16.5
2023,2,4,8,20,14
2023,2,5,5,23,14
2023,2,6,7,22,14.5
2023,2,7,4,24,14
2023,2,8,3,22,12.5
2023,2,9,4,21,12.5
2023,2,10,5,22,13.5
2023,2,11,3,22,12.5
2023,2,12,5,23,14
2023,2,13,7,21,14
2023,2,14,7,21,14
2023,2,15,8,21,14.5
2023,2,16,7,16,11.5
2023,2,17,8,24,16
2023,2,18,6,20,13
2023,2,19,7,20,13.5
2023,2,20,6,20,13
2023,2,21,9,22,15.5
2023,2,22,8,24,16
2023,2,23,8,24,16
2023,2,24,8,24,16
2023,2,25,8,25,16.5
2023,2,26,12,21,16.5
2023,2,27,9,21,15
2023,2,28,4,23,13.5
2023,3,1,8,23,15.5
2023,3,2,7,25,16
2023,3,3,5,25,15
2023,3,4,8,25,16.5
2023,3,5,9,24,16.5
2023,3,6,9,26,17.5
2023,3,7,7,24,15.5
2023,3,8,9,27,18
2023,3,9,8,26,17
2023,3,10,10,27,18.5
2023,3,11,10,24,17
2023,3,12,11,25,18
2023,3,13,8,19,13.5
2023,3,14,9,24,16.5
2023,3,15,10,26,18
2023,3,16,9,24,16.5
2023,3,17,9,25,17
2023,3,18,9,26,17.5
2023,3,19,9,23,16
2023,3,20,11,24,17.5
2023,3,21,9,24,16.5
2023,3,22,10,22,16
2023,3,23,9,24,16.5
2023,3,24,9,25,17
2023,3,25,7,25,16
2023,3,26,11,27,19
2023,3,27,11,26,18.5
2023,3,28,9,20,14.5
2023,3,29,7,22,14.5
2023,3,30,11,25,18
2023,3,31,9,23,16
2023,4,1,10,24,17
2023,4,2,9,21,15
2023,4,3,8,21,14.5
2023,4,4,8,23,15.5
2023,4,5,9,26,17.5
2023,4,6,10,25,17.5
2023,4,7,10,27,18.5
2023,4,8,11,30,20.5
2023,4,9,11,28,19.5
2023,4,10,11,28,19.5
2023,4,11,12,30,21
2023,4,12,12,30,21
2023,4,13,12,30,21
2023,4,14,12,31,21.5
2023,4,15,13,31,22
2023,4,16,13,30,21.5
2023,4,17,14,32,23
2023,4,18,13,31,22
2023,4,19,14,30,22
2023,4,20,14,29,21.5
2023,4,21,16,29,22.5
2023,4,22,14,28,21
2023,4,23,13,28,20.5
2023,4,24,14,28,21
2023,4,25,12,30,21
2023,4,26,14,29,21.5
2023,4,27,13,26,19.5
2023,4,28,13,28,20.5
2023,4,29,13,29,21
2023,4,30,13,28,20.5
2023,5,1,13,23,18
2023,5,2,13,25,19
2023,5,3,14,27,20.5
2023,5,4,15,27,21
2023,5,5,15,27,21
2023,5,6,15,28,21.5
2023,5,7,15,30,22.5
2023,5,8,16,31,23.5
2023,5,9,15,29,22
2023,5,10,14,27,20.5
2023,5,11,15,29,22
2023,5,12,14,25,19.5
2023,5,13,16,19,17.5
2023,5,14,12,17,14.5
2023,5,15,13,20,16.5
2023,5,16,15,26,20.5
2023,5,17,10,23,16.5
2023,5,18,15,27,21
2023,5,19,15,28,21.5
2023,5,20,13,26,19.5
2023,5,21,14,29,21.5
2023,5,22,13,29,21
2023,5,23,13,29,21
2023,5,24,16,29,22.5
2023,5,25,16,26,21
2023,5,26,14,26,20
2023,5,27,14,28,21
2023,5,28,16,32,24
2023,5,29,17,30,23.5
2023,5,30,17,33,25
2023,5,31,17,32,24.5
2023,6,1,16,31,23.5
2023,6,2,17,33,25
2023,6,3,15,31,23
2023,6,4,16,31,23.5
2023,6,5,16,30,23
2023,6,6,17,28,22.5
2023,6,7,18,27,22.5
2023,6,8,17,26,21.5
2023,6,9,17,25,21
2023,6,10,18,25,21.5
2023,6,11,18,24,21
2023,6,12,17,25,21
2023,6,13,18,25,21.5
2023,6,14,18,24,21
2023,6,15,18,24,21
2023,6,16,16,23,19.5
2023,6,17,17,27,22
2023,6,18,17,27,22
2023,6,19,17,27,22
2023,6,20,18,27,22.5
2023,6,21,17,26,21.5
2023,6,22,17,27,22
2023,6,23,19,26,22.5
2023,6,24,17,25,21
2023,6,25,18,29,23.5
2023,6,26,16,26,21
2023,6,27,19,31,25
2023,6,28,19,29,24
2023,6,29,17,26,21.5
2023,6,30,19,27,23
2023,7,1,19,28,23.5
2023,7,2,19,27,23
2023,7,3,19,27,23
2023,7,4,19,26,22.5
2023,7,5,18,24,21
2023,7,6,18,27,22.5
2023,7,7,18,27,22.5
2023,7,8,18,27,22.5
2023,7,9,18,25,21.5
2023,7,10,17,25,21
2023,7,11,19,25,22
2023,7,12,17,21,19
2023,7,13,19,26,22.5
2023,7,14,17,24,20.5
2023,7,15,18,25,21.5
2023,7,16,16,29,22.5
2023,7,17,18,28,23
2023,7,18,17,31,24
2023,7,19,18,25,21.5
2023,7,20,17,23,20
2023,7,21,17,25,21
2023,7,22,17,28,22.5
2023,7,23,17,25,21
2023,7,24,17,24,20.5
2023,7,25,17,27,22
2023,7,26,17,27,22
2023,7,27,17,28,22.5
2023,7,28,18,25,21.5
2023,7,29,19,27,23
2023,7,30,18,26,22
2023,7,31,17,24,20.5
2023,8,1,18,24,21
2023,8,2,18,24,21
2023,8,3,19,24,21.5
2023,8,4,18,24,21
2023,8,5,18,23,20.5
2023,8,6,17,21,19
2023,8,7,17,23,20
2023,8,8,19,23,21
2023,8,9,19,25,22
2023,8,10,18,25,21.5
2023,8,11,18,25,21.5
2023,8,12,18,25,21.5
2023,8,13,18,25,21.5
2023,8,14,17,26,21.5
2023,8,15,18,24,21
2023,8,16,18,25,21.5
2023,8,17,19,26,22.5
2023,8,18,17,25,21
2023,8,19,19,28,23.5
2023,8,20,19,26,22.5
2023,8,21,17,25,21
2023,8,22,17,23,20
2023,8,23,18,23,20.5
2023,8,24,18,25,21.5
2023,8,25,19,25,22
2023,8,26,18,25,21.5
2023,8,27,19,26,22.5
2023,8,28,18,26,22
2023,8,29,17,26,21.5
2023,8,30,18,24,21
2023,8,31,17,24,20.5
2023,9,1,18,24,21
2023,9,2,18,24,21
2023,9,3,15,27,21
2023,9,4,14,27,20.5
2023,9,5,15,27,21
2023,9,6,17,26,21.5
2023,9,7,17,27,22
2023,9,8,16,27,21.5
2023,9,9,18,27,22.5
2023,9,10,17,27,22
2023,9,11,16,27,21.5
2023,9,12,18,27,22.5
2023,9,13,16,22,19
2023,9,14,16,26,21
2023,9,15,16,28,22
2023,9,16,18,30,24
2023,9,17,18,28,23
2023,9,18,17,24,20.5
2023,9,19,18,25,21.5
2023,9,20,17,24,20.5
2023,9,21,16,25,20.5
2023,9,22,16,26,21
2023,9,23,16,27,21.5
2023,9,24,16,27,21.5
2023,9,25,15,27,21
2023,9,26,15,28,21.5
2023,9,27,16,28,22
2023,9,28,16,24,20
2023,9,29,16,25,20.5
2023,9,30,16,26,21
2023,10,1,15,25,20
2023,10,2,15,26,20.5
2023,10,3,15,26,20.5
2023,10,4,16,27,21.5
2023,10,5,15,27,21
2023,10,6,16,26,21
2023,10,7,16,24,20
2023,10,8,16,22,19
2023,10,9,16,22,19
2023,10,10,15,22,18.5
2023,10,11,17,24,20.5
2023,10,12,15,23,19
2023,10,13,14,21,17.5
2023,10,14,12,26,19
2023,10,15,13,26,19.5
2023,10,16,12,26,19
2023,10,17,13,26,19.5
2023,10,18,12,26,19
2023,10,19,12,26,19
2023,10,20,13,26,19.5
2023,10,22,13,26,19.5
2023,10,23,15,26,20.5
2023,10,24,14,24,19
2023,10,25,13,24,18.5
2023,10,26,12,26,19
2023,10,27,12,26,19
2023,10,28,12,25,18.5
2023,10,29,12,26,19
2023,10,30,13,25,19
2023,10,31,12,24,18
2023,11,1,12,24,18
2023,11,2,11,25,18
2023,11,3,10,25,17.5
2023,11,4,11,25,18
2023,11,5,10,25,17.5
2023,11,6,11,24,17.5
2023,11,7,10,25,17.5
2023,11,8,10,24,17
2023,11,9,10,24,17
2023,11,10,9,25,17
2023,11,11,10,26,18
2023,11,12,11,26,18.5
2023,11,13,11,25,18
2023,11,14,11,24,17.5
2023,11,15,11,24,17.5
2023,11,16,10,24,17
2023,11,17,9,14,11.5
2023,11,18,8,14,11
2023,11,19,8,21,14.5
2023,11,20,7,22,14.5
2023,11,21,7,22,14.5
2023,11,22,8,23,15.5
2023,11,23,7,23,15
2023,11,24,8,22,15
2023,11,25,8,22,15
2023,11,26,7,23,15
2023,11,27,7,23,15
2023,11,28,7,23,15
2023,11,29,7,22,14.5
2023,11,30,9,23,16
2023,12,1,8,23,15.5
2023,12,2,9,22,15.5
2023,12,3,9,22,15.5
2023,12,4,8,23,15.5
2023,12,5,9,20,14.5
2023,12,6,7,23,15
2023,12,7,10,15,12.5
2023,12,8,11,17,14
2023,12,9,9,22,15.5
2023,12,10,7,21,14
2023,12,11,6,21,13.5
2023,12,12,7,18,12.5
2023,12,13,8,19,13.5
2023,12,14,6,19,12.5
2023,12,15,7,20,13.5
2023,12,16,6,21,13.5
2023,12,17,6,21,13.5
2023,12,18,5,20,12.5
2023,12,19,6,22,14
2023,12,21,4,19,11.5
2023,12,22,9,13,11
2023,12,23,7,15,11
2023,12,24,7,18,12.5
2023,12,25,6,16,11
2023,12,26,4,17,10.5
2023,12,27,4,19,11.5
2023,12,28,5,19,12
2023,12,29,6,19,12.5
2023,12,30,2,17,9.5
2023,12,31,3,20,11.5
